22.77261864;-62.92446589;118.7322
22.02791659;-62.92446589;118.7322
2.912445017;-62.92446589;118.7322
14.60303392;-62.92446589;118.7322
116.5182202;-62.92446589;118.7322
61.04188071;-62.92446589;118.7322
2.199479896;-62.92446589;118.7322
40.15623048;-62.92446589;118.7322
122.6621103;-73.07731367;109.8293
118.2830004;-73.07731367;109.8293
122.4629179;-73.07731367;109.8293
127.8113271;-73.07731367;109.8293
127.9576928;-73.07731367;109.8293
117.7589677;-73.07731367;109.8293
86.43443346;-76.51568941;103.9506
53.08111044;-76.51568941;103.9506
85.59092021;-76.51568941;103.9506
92.57755251;-76.51568941;103.9506
85.59092021;-76.51568941;103.9506
102.0462732;-76.51568941;103.9506
98.17954815;-61.99896379;144.1315
113.0700632;-61.99896379;144.1315
109.0303538;-61.99896379;144.1315
116.8659179;-61.99896379;144.1315
125.8727298;-61.99896379;144.1315
10.41951224;-61.99896379;144.1315
27.54039329;-61.99896379;144.1315
89.20470583;-61.99896379;144.1315
125.1250082;-61.99896379;144.1315
38.26309374;-61.99896379;144.1315
