-1,0.0000,0.5000,1.0000,1.5000,2.0000,2.5000,3.0000,3.5000,4.0000,4.5000,5.0000,5.5000,6.0000,6.5000,7.0000,7.5000,8.0000,8.5000,9.0000,9.5000,10.0000,10.5000,11.0000,11.5000,12.0000,12.5000,13.0000,13.5000,14.0000,14.5000,15.0000,15.5000,16.0000,16.5000,17.0000,17.5000,18.0000,18.5000,19.0000,19.5000,20.0000,20.5000,21.0000,21.5000,22.0000,22.5000,23.0000,23.5000,24.0000,24.5000,25.0000,25.5000,26.0000,26.5000,27.0000,27.5000,28.0000,28.5000,29.0000,29.5000,30.0000,30.5000,31.0000,31.5000,32.0000,32.5000,33.0000,33.5000,34.0000,34.5000,35.0000,35.5000,36.0000,36.5000,37.0000,37.5000,38.0000,38.5000,39.0000,39.5000,40.0000,40.5000,41.0000,41.5000,42.0000,42.5000,43.0000,43.5000,44.0000,44.5000,45.0000,45.5000,46.0000,46.5000,47.0000,47.5000,48.0000,48.5000,49.0000,49.5000,50.0000,50.5000,51.0000,51.5000,52.0000,52.5000,53.0000,53.5000,54.0000,54.5000,55.0000,55.5000,56.0000,56.5000,57.0000,57.5000,58.0000,58.5000,59.0000,59.5000,60.0000,60.5000,61.0000,61.5000,62.0000,62.5000,63.0000,63.5000,64.0000,64.5000,65.0000,65.5000,66.0000,66.5000,67.0000,67.5000,68.0000,68.5000,69.0000,69.5000,70.0000,70.5000,71.0000,71.5000,72.0000,72.5000,73.0000,73.5000,74.0000,74.5000,75.0000,75.5000,76.0000,76.5000,77.0000,77.5000,78.0000,78.5000,79.0000,79.5000,80.0000,80.5000,81.0000,81.5000,82.0000,82.5000,83.0000,83.5000,84.0000,84.5000,85.0000,85.5000,86.0000,86.5000,87.0000,87.5000,88.0000,88.5000,89.0000,89.5000,90.0000,90.5000,91.0000,91.5000,92.0000,92.5000,93.0000,93.5000,94.0000,94.5000,95.0000,95.5000,96.0000,96.5000,97.0000,97.5000,98.0000,98.5000,99.0000,99.5000,100.0000
0,-86.0000,-87.8500,-88.0498,-88.1834,-88.2950,-88.3937,-88.4830,-88.5645,-88.6392,-88.7078,-88.7246,-88.6419,-88.5493,-88.4677,-88.4029,-88.3556,-88.3244,-88.3074,-88.2621,-88.1278,-87.9956,-87.8847,-87.7990,-87.7379,-87.6962,-87.6357,-87.5528,-87.4702,-87.3833,-87.2779,-87.1706,-87.0755,-86.9892,-86.8540,-86.7109,-86.5836,-86.4808,-86.4052,-86.3561,-86.3314,-86.3284,-86.2419,-86.1050,-85.9951,-85.9188,-85.8747,-85.8593,-85.8685,-85.8937,-85.8505,-85.7543,-85.6130,-85.4765,-85.3630,-85.2796,-85.2278,-85.2052,-85.1860,-85.1497,-85.0243,-84.7819,-84.4427,-84.1216,-83.8381,-83.5541,-83.3042,-83.1048,-82.9596,-82.8663,-82.8201,-82.8152,-82.8455,-82.9055,-82.9901,-83.0789,-83.1336,-83.1757,-83.2233,-83.2847,-83.3450,-83.3612,-83.3685,-83.3854,-83.4125,-83.4211,-83.4199,-83.4262,-83.4490,-83.4913,-83.5531,-83.6326,-83.7275,-83.8355,-83.9534,-84.0517,-84.1143,-84.0907,-84.0179,-83.9508,-83.9074,-83.8917,-83.9030,-83.9385,-83.9954,-84.0702,-84.1600,-84.2620,-84.3738,-84.4933,-84.6185,-84.7480,-84.8804,-85.0146,-85.1495,-85.2844,-85.4185,-85.5513,-85.6822,-85.8109,-85.9369,-86.0601,-86.1801,-86.2969,-86.4102,-86.5199,-86.5993,-86.5900,-86.5026,-86.3856,-86.2721,-86.1775,-86.1068,-86.0603,-86.0318,-85.9057,-85.7201,-85.5338,-85.3677,-85.2306,-85.1249,-85.0500,-85.0036,-84.9828,-84.9842,-85.0047,-85.0415,-85.0919,-85.1536,-85.2245,-85.3029,-85.3873,-85.4763,-85.5688,-85.6639,-85.7606,-85.8584,-85.9565,-86.0544,-86.1516,-86.2479,-86.3428,-86.4360,-86.5274,-86.6166,-86.7037,-86.7884,-86.8706,-86.9503,-87.0275,-87.1020,-87.1739,-87.2320,-87.2153,-87.0858,-86.8724,-86.5890,-86.2940,-86.0220,-85.7865,-85.5785,-85.3676,-85.1673,-84.9939,-84.8540,-84.7483,-84.6750,-84.6308,-84.6122,-84.6157,-84.6381,-84.6766,-84.7285,-84.7916,-84.8640,-84.9439,-85.0296,-85.0742,-85.0426,-84.8491,-84.6078,-84.3793
1,-86.0000,-87.8117,-87.9624,-88.0470,-88.1147,-88.1747,-88.2297,-88.2808,-88.3286,-88.3734,-88.4154,-88.4546,-88.4913,-88.5255,-88.5574,-88.5870,-88.6146,-88.6403,-88.6641,-88.6861,-88.7066,-88.7255,-88.7431,-88.7594,-88.7744,-88.7883,-88.8012,-88.8131,-88.8241,-88.8221,-88.7250,-88.5554,-88.3486,-88.0867,-87.8124,-87.5391,-87.2412,-86.9550,-86.7012,-86.4877,-86.3154,-86.1818,-86.0834,-86.0159,-85.9446,-85.8309,-85.7172,-85.6230,-85.5540,-85.5103,-85.4902,-85.4910,-85.5101,-85.5446,-85.5922,-85.6507,-85.7179,-85.7922,-85.8721,-85.9563,-86.0436,-86.1192,-86.0478,-85.8855,-85.7174,-85.5745,-85.4558,-85.3203,-85.1852,-85.0677,-84.9754,-84.9107,-84.8730,-84.8600,-84.8692,-84.8974,-84.9420,-85.0002,-85.0697,-85.1484,-85.2345,-85.3262,-85.4224,-85.5216,-85.6230,-85.7257,-85.8288,-85.9130,-85.9315,-85.9215,-85.9081,-85.9023,-85.9081,-85.9265,-85.9565,-85.9967,-86.0456,-86.1016,-86.1633,-86.2295,-86.2991,-86.3711,-86.4447,-86.5192,-86.5940,-86.6687,-86.7428,-86.8161,-86.8854,-86.9027,-86.8823,-86.8145,-86.6213,-86.3795,-86.1415,-85.9301,-85.7538,-85.6141,-85.5093,-85.4364,-85.3824,-85.3159,-85.2435,-85.1791,-85.1308,-85.1015,-85.0915,-85.0882,-85.0531,-85.0033,-84.9582,-84.8304,-84.6705,-84.5383,-84.4404,-84.3762,-84.3430,-84.3372,-84.3550,-84.3929,-84.4476,-84.5161,-84.5959,-84.6849,-84.7810,-84.8828,-84.9886,-85.0975,-85.2083,-85.3201,-85.4321,-85.5327,-85.6075,-85.6619,-85.7052,-85.7441,-85.7830,-85.8242,-85.8676,-85.8789,-85.8528,-85.8120,-85.7462,-85.6575,-85.5638,-85.4779,-85.4049,-85.3183,-85.2152,-85.1124,-85.0223,-84.9508,-84.9005,-84.8711,-84.8613,-84.8607,-84.8169,-84.7054,-84.4762,-84.2122,-83.9708,-83.7677,-83.6074,-83.4892,-83.4100,-83.3657,-83.3521,-83.3649,-83.4001,-83.4544,-83.4871,-83.4703,-83.4503,-83.4042,-83.3345,-83.2681,-83.2163,-83.1838,-83.1722,-83.1756,-83.1606
2,-86.0000,-85.9498,-85.9178,-85.8929,-85.8713,-85.8519,-85.8341,-85.8176,-85.8022,-85.7879,-85.7744,-85.7618,-85.7499,-85.7386,-85.7281,-85.7181,-85.7087,-85.6998,-85.6913,-85.6834,-85.6621,-85.5705,-85.4321,-85.2786,-85.1280,-84.9890,-84.8655,-84.7586,-84.6679,-84.5788,-84.4580,-84.3139,-84.1640,-84.0201,-83.8891,-83.7744,-83.6763,-83.5730,-83.4430,-83.2946,-83.0967,-82.7891,-82.4597,-82.1594,-81.9061,-81.7021,-81.5441,-81.4268,-81.3445,-81.2921,-81.2651,-81.2597,-81.2723,-81.3002,-81.3408,-81.3920,-81.4521,-81.5195,-81.5928,-81.6709,-81.7527,-81.8375,-81.9244,-82.0128,-82.1021,-82.1919,-82.2817,-82.3711,-82.4600,-82.5479,-82.6346,-82.7200,-82.8040,-82.8094,-82.7191,-82.5741,-82.4130,-82.2559,-82.1123,-81.9863,-81.8796,-81.7848,-81.6664,-81.5327,-81.4013,-81.2819,-81.1785,-81.0929,-81.0253,-80.9754,-80.9370,-80.7963,-80.6162,-80.4500,-80.2980,-80.0953,-79.8746,-79.6714,-79.5019,-79.3708,-79.2776,-79.2194,-79.1922,-79.1827,-79.1698,-79.1484,-79.1045,-79.0019,-78.8448,-78.6621,-78.4779,-78.3077,-78.1603,-78.0398,-77.9475,-77.8829,-77.8445,-77.8305,-77.8385,-77.8664,-77.9120,-77.9732,-78.0480,-78.1345,-78.2244,-78.3054,-78.3749,-78.4363,-78.4939,-78.5512,-78.6108,-78.6742,-78.7425,-78.8161,-78.8947,-78.8624,-78.6838,-78.3750,-77.9905,-77.6236,-77.3083,-77.0547,-76.8624,-76.7267,-76.6412,-76.5617,-76.4467,-76.3343,-76.2445,-76.1851,-76.1576,-76.1609,-76.1921,-76.2481,-76.3256,-76.4216,-76.5331,-76.6576,-76.7927,-76.9364,-77.0871,-77.2431,-77.4031,-77.5659,-77.7306,-77.8963,-78.0623,-78.2252,-78.3538,-78.4380,-78.4943,-78.5372,-78.5766,-78.6182,-78.6656,-78.7201,-78.7770,-78.8062,-78.8007,-78.7750,-78.7442,-78.7191,-78.7056,-78.7062,-78.7217,-78.7516,-78.7776,-78.7708,-78.7486,-78.7234,-78.7024,-78.6896,-78.6871,-78.6957,-78.7155,-78.7274,-78.7107,-78.6759,-78.6353,-78.5981,-78.5701
3,-86.0000,-91.2394,-91.6319,-91.7883,-91.8744,-91.9299,-91.9696,-92.0001,-92.0246,-92.0449,-92.0622,-92.0770,-92.0898,-92.1011,-92.1086,-92.0886,-91.9963,-91.8267,-91.6143,-91.3753,-91.0666,-90.7385,-90.4530,-90.2181,-90.0081,-89.8006,-89.6093,-89.4472,-89.3189,-89.2246,-89.1624,-89.1293,-89.1217,-89.1362,-89.1693,-89.2180,-89.2794,-89.3511,-89.4289,-89.4936,-89.5420,-89.5828,-89.6145,-89.6206,-89.6131,-89.6061,-89.6073,-89.6198,-89.6440,-89.6792,-89.7241,-89.7770,-89.8366,-89.9014,-89.9700,-90.0266,-89.9447,-89.8672,-89.8069,-89.7633,-89.7277,-89.6884,-89.5873,-89.4355,-89.2984,-89.1957,-89.1287,-89.0935,-89.0850,-89.0987,-89.1306,-89.1772,-89.2356,-89.3033,-89.3689,-89.3989,-89.4109,-89.4129,-89.4116,-89.4132,-89.4217,-89.4389,-89.4652,-89.4999,-89.5080,-89.4926,-89.4773,-89.4710,-89.4764,-89.4941,-89.5232,-89.5624,-89.6101,-89.6649,-89.7253,-89.7899,-89.8541,-89.8676,-89.8616,-89.8582,-89.8625,-89.8710,-89.8516,-89.6812,-89.5279,-89.4148,-89.3403,-89.2986,-89.2838,-89.2900,-89.3058,-89.3070,-89.2204,-89.1007,-88.9945,-88.9141,-88.8604,-88.8308,-88.8227,-88.8332,-88.8042,-88.7411,-88.6917,-88.6652,-88.6455,-88.6271,-88.6182,-88.6218,-88.5860,-88.5297,-88.4851,-88.4615,-88.4603,-88.4800,-88.5140,-88.5447,-88.5758,-88.6119,-88.6549,-88.7053,-88.7632,-88.8279,-88.8988,-88.9749,-89.0554,-89.1392,-89.2256,-89.3137,-89.4026,-89.4917,-89.5805,-89.6683,-89.7548,-89.8297,-89.8697,-89.8939,-89.9135,-89.9334,-89.9421,-89.9082,-89.8483,-89.7625,-89.6699,-89.5856,-89.5175,-89.4619,-89.3972,-89.3318,-89.2765,-89.2368,-89.1618,-89.0655,-88.9338,-88.8046,-88.6857,-88.5811,-88.4973,-88.4374,-88.4015,-88.3883,-88.3956,-88.4145,-88.4291,-88.4427,-88.4601,-88.4842,-88.5166,-88.5482,-88.5271,-88.4847,-88.4108,-88.2879,-88.1486,-88.0244,-87.9296,-87.8682,-87.8389,-87.8384,-87.8624,-87.9069,-87.9681
4,-86.0000,-89.6173,-89.9585,-90.0745,-90.1053,-90.0927,-90.0598,-90.0187,-89.9758,-89.9337,-89.8599,-89.7533,-89.6222,-89.4779,-89.3342,-89.2008,-89.0829,-88.9827,-88.9006,-88.8357,-88.7867,-88.7522,-88.7306,-88.7159,-88.6898,-88.6566,-88.6259,-88.6025,-88.5872,-88.5668,-88.5308,-88.4868,-88.4435,-88.4064,-88.3777,-88.3311,-88.2523,-88.1644,-88.0848,-88.0218,-87.9775,-87.9405,-87.8622,-87.7730,-87.6791,-87.5845,-87.4630,-87.3236,-87.1807,-87.0262,-86.8712,-86.7322,-86.6187,-86.5339,-86.4773,-86.4466,-86.4377,-86.4354,-86.4305,-86.4277,-86.4325,-86.4385,-86.3592,-86.2629,-86.1880,-86.1401,-86.1064,-86.0794,-86.0617,-86.0567,-86.0664,-86.0909,-86.1294,-86.1806,-86.1998,-86.1271,-86.0551,-86.0159,-86.0107,-86.0335,-86.0785,-86.1409,-86.2125,-86.2697,-86.3106,-86.3452,-86.3813,-86.4238,-86.4745,-86.5338,-86.6012,-86.6756,-86.7560,-86.8413,-86.9303,-87.0220,-87.1156,-87.1927,-87.2111,-87.2095,-87.2037,-87.1982,-87.1876,-87.1118,-86.8204,-86.4305,-85.9895,-85.5628,-85.1921,-84.8854,-84.6394,-84.4474,-84.2565,-84.0691,-83.9173,-83.8067,-83.7347,-83.6971,-83.6895,-83.6733,-83.6134,-83.5593,-83.5290,-83.5266,-83.5509,-83.5958,-83.6297,-83.6450,-83.6138,-83.5214,-83.3775,-83.2217,-83.0830,-82.9744,-82.8981,-82.8517,-82.8313,-82.8328,-82.8526,-82.8875,-82.9349,-82.9926,-83.0584,-83.1278,-83.1956,-83.2603,-83.3227,-83.3840,-83.4448,-83.5058,-83.5672,-83.6289,-83.6911,-83.7537,-83.8164,-83.8783,-83.9186,-83.8919,-83.8138,-83.7175,-83.6248,-83.5467,-83.4873,-83.4473,-83.4255,-83.4192,-83.4153,-83.4031,-83.3864,-83.3712,-83.3620,-83.3607,-83.3633,-83.3661,-83.3738,-83.3893,-83.4135,-83.4459,-83.4860,-83.5327,-83.5852,-83.6427,-83.7045,-83.7698,-83.8381,-83.9089,-83.9817,-84.0560,-84.1316,-84.2078,-84.2765,-84.3250,-84.3288,-84.2792,-84.1996,-84.1045,-84.0054,-83.8544,-83.6855,-83.5238,-83.3812
5,-87.0000,-88.1193,-88.6392,-89.0589,-89.3187,-89.4849,-89.6210,-89.7495,-89.8784,-90.0099,-90.1436,-90.2787,-90.4136,-90.5474,-90.6791,-90.8077,-90.9328,-91.0538,-91.1705,-91.2826,-91.3900,-91.4927,-91.5906,-91.6336,-91.6068,-91.5641,-91.5250,-91.4960,-91.4791,-91.4742,-91.4586,-91.2897,-91.0515,-90.8137,-90.6088,-90.4187,-90.2298,-90.0604,-89.9215,-89.8162,-89.7433,-89.6947,-89.6226,-89.5335,-89.4513,-89.3891,-89.3515,-89.3181,-89.1683,-88.9388,-88.7129,-88.5283,-88.3948,-88.3105,-88.2700,-88.2669,-88.2952,-88.3495,-88.4250,-88.5179,-88.6246,-88.7423,-88.8684,-89.0010,-89.1381,-89.2782,-89.4201,-89.5625,-89.6621,-89.6807,-89.6291,-89.5464,-89.4626,-89.3473,-89.1991,-89.0630,-88.9588,-88.8623,-88.6908,-88.4852,-88.2884,-88.1229,-87.9977,-87.9142,-87.8570,-87.7892,-87.7282,-87.6870,-87.6483,-87.5854,-87.5209,-87.4720,-87.4468,-87.4483,-87.4721,-87.4928,-87.5071,-87.5243,-87.5509,-87.5657,-87.5171,-87.3925,-87.2328,-87.0745,-86.9394,-86.8375,-86.7722,-86.7427,-86.7462,-86.7793,-86.8180,-86.8218,-86.8206,-86.8312,-86.8603,-86.9101,-86.9799,-87.0681,-87.1724,-87.2585,-87.2991,-87.3308,-87.3699,-87.4221,-87.4892,-87.5442,-87.5593,-87.5600,-87.5615,-87.5225,-87.4470,-87.3386,-87.2223,-87.1205,-87.0447,-86.9993,-86.9417,-86.8499,-86.7703,-86.6965,-86.6134,-86.5350,-86.4749,-86.4411,-86.4367,-86.4613,-86.5130,-86.5886,-86.6849,-86.7987,-86.9269,-87.0668,-87.2043,-87.2905,-87.3447,-87.3775,-87.3973,-87.4151,-87.4395,-87.4751,-87.4866,-87.4239,-87.3220,-87.2187,-87.1341,-87.0761,-87.0468,-87.0450,-87.0685,-87.1144,-87.1798,-87.2619,-87.3583,-87.4666,-87.5848,-87.7109,-87.8434,-87.9807,-88.1218,-88.2653,-88.4102,-88.5558,-88.7013,-88.8459,-88.9890,-89.1302,-89.2690,-89.4050,-89.5314,-89.6188,-89.6647,-89.5729,-89.4301,-89.2959,-89.1896,-89.1151,-89.0581,-88.9816,-88.8997,-88.8270,-88.7710
6,-86.0000,-87.1200,-87.3945,-87.5664,-87.6973,-87.8067,-87.9024,-87.9884,-88.0668,-88.1389,-88.2057,-88.2676,-88.3253,-88.3768,-88.4071,-88.4057,-88.3774,-88.3317,-88.2694,-88.1802,-88.0665,-87.9386,-87.7937,-87.5955,-87.3691,-87.1412,-86.9264,-86.7323,-86.5629,-86.4193,-86.3014,-86.2081,-86.1377,-86.0882,-86.0575,-86.0436,-86.0444,-86.0582,-86.0832,-86.1177,-86.1606,-86.2103,-86.2659,-86.3263,-86.3806,-86.3570,-86.2882,-86.2109,-86.1404,-86.0831,-86.0412,-85.9952,-85.8087,-85.5806,-85.2918,-84.9676,-84.6667,-84.4162,-84.2217,-84.0798,-83.9840,-83.9278,-83.9050,-83.8676,-83.7415,-83.5876,-83.3720,-83.0294,-82.5456,-82.0481,-81.5959,-81.2120,-80.9025,-80.6651,-80.4940,-80.3817,-80.3207,-80.3036,-80.3239,-80.3758,-80.4543,-80.5550,-80.6742,-80.8087,-80.9557,-81.1130,-81.2786,-81.4211,-81.4584,-81.4091,-81.2363,-81.0560,-80.9099,-80.8079,-80.7442,-80.6553,-80.5341,-80.4188,-80.3329,-80.2843,-80.2729,-80.2955,-80.3478,-80.4254,-80.5245,-80.6415,-80.7734,-80.9175,-81.0716,-81.2337,-81.4021,-81.5755,-81.7525,-81.9320,-81.9854,-81.9165,-81.8508,-81.8142,-81.8072,-81.7851,-81.6881,-81.5144,-81.3121,-81.1166,-80.9330,-80.6442,-80.3383,-80.0600,-79.7651,-79.3692,-78.9595,-78.5913,-78.2863,-78.0494,-77.8778,-77.7656,-77.7058,-77.6911,-77.7152,-77.7722,-77.8570,-77.9651,-78.0926,-78.2365,-78.3938,-78.5622,-78.7396,-78.9244,-79.1150,-79.3100,-79.5085,-79.7094,-79.9095,-80.0886,-80.2373,-80.3623,-80.4731,-80.5775,-80.6809,-80.7868,-80.8971,-81.0128,-81.1341,-81.2607,-81.3922,-81.5281,-81.6677,-81.8102,-81.9550,-82.0888,-82.1781,-82.2205,-82.1353,-81.9568,-81.7588,-81.5741,-81.4174,-81.2938,-81.2040,-81.1463,-81.1180,-81.1159,-81.1367,-81.1776,-81.2356,-81.3084,-81.3937,-81.4896,-81.5945,-81.7068,-81.8252,-81.9486,-82.0759,-82.2063,-82.3391,-82.4734,-82.6087,-82.7444,-82.8802,-83.0155,-83.1499
7,-86.0000,-87.0806,-87.3174,-87.3595,-87.3087,-87.2267,-87.1440,-87.0739,-87.0201,-86.9234,-86.7602,-86.5772,-86.4054,-86.2586,-86.1410,-86.0519,-85.9888,-85.9486,-85.9282,-85.9248,-85.9358,-85.9590,-85.9924,-86.0344,-86.0835,-86.1385,-86.1981,-86.1985,-86.1089,-85.9997,-85.8983,-85.8149,-85.7524,-85.7109,-85.6890,-85.6847,-85.6958,-85.7202,-85.7558,-85.8008,-85.8536,-85.9127,-85.9770,-86.0452,-86.1040,-86.0928,-86.0220,-85.9327,-85.8505,-85.7864,-85.6424,-85.3788,-85.0859,-84.7989,-84.5393,-84.3182,-84.1393,-84.0018,-83.9026,-83.8376,-83.8025,-83.7933,-83.7953,-83.7405,-83.6488,-83.5503,-83.4625,-83.3945,-83.3503,-83.3305,-83.3340,-83.3586,-83.4020,-83.4616,-83.5349,-83.6195,-83.6803,-83.6865,-83.6626,-83.6313,-83.6067,-83.5961,-83.6026,-83.6266,-83.6673,-83.7229,-83.7915,-83.8713,-83.9604,-84.0571,-84.1599,-84.2674,-84.3785,-84.4922,-84.6076,-84.7240,-84.8407,-84.8986,-84.8651,-84.8032,-84.7407,-84.6906,-84.6581,-84.6445,-84.6493,-84.6708,-84.7069,-84.7556,-84.8147,-84.8825,-84.9573,-85.0376,-85.1223,-85.2102,-85.3004,-85.3922,-85.4848,-85.5778,-85.6705,-85.7627,-85.8539,-85.9438,-86.0323,-86.1153,-86.1779,-86.2142,-86.2292,-86.2312,-86.2269,-86.2213,-86.2175,-86.2173,-86.2216,-86.2309,-86.2452,-86.2641,-86.2747,-86.2488,-86.1871,-86.1038,-86.0125,-85.9232,-85.8421,-85.7726,-85.7162,-85.6733,-85.6434,-85.6258,-85.6194,-85.6230,-85.6357,-85.6562,-85.6837,-85.7172,-85.7559,-85.7989,-85.8457,-85.8955,-85.9479,-86.0023,-86.0582,-86.1153,-86.1731,-86.2308,-86.2798,-86.3094,-86.3183,-86.3102,-86.2559,-86.1407,-85.9925,-85.8358,-85.6857,-85.5506,-85.4346,-85.3389,-85.2634,-85.2069,-85.1678,-85.1445,-85.1352,-85.1382,-85.1521,-85.1754,-85.2068,-85.2452,-85.2895,-85.3389,-85.3926,-85.4498,-85.5099,-85.5723,-85.6365,-85.7020,-85.7676,-85.8084,-85.7994,-85.7550,-85.6960,-85.6364,-85.5841
8,-86.0000,-87.8783,-87.9868,-88.0374,-88.0755,-88.1092,-88.1407,-88.1409,-88.0703,-87.9846,-87.9026,-87.8314,-87.7737,-87.7298,-87.6938,-87.6315,-87.5301,-87.3900,-87.2397,-87.0983,-86.9536,-86.7842,-86.5420,-86.2895,-86.0677,-85.7851,-85.4028,-85.0513,-84.7616,-84.5378,-84.3751,-84.2659,-84.2025,-84.1774,-84.1838,-84.2163,-84.2697,-84.3400,-84.4072,-84.3847,-84.2946,-84.1949,-84.1142,-84.0625,-84.0221,-83.9417,-83.8614,-83.8047,-83.7777,-83.7798,-83.7969,-83.7839,-83.7603,-83.7454,-83.7479,-83.7702,-83.7974,-83.8075,-83.8107,-83.8190,-83.8397,-83.8756,-83.9269,-83.9896,-84.0331,-84.0536,-84.0665,-84.0831,-84.1094,-84.1335,-84.1227,-84.1041,-84.0924,-84.0937,-84.0878,-84.0644,-84.0394,-84.0242,-84.0079,-83.8761,-83.6876,-83.4963,-83.2999,-83.1197,-82.9736,-82.8690,-82.8059,-82.7707,-82.7243,-82.6780,-82.6472,-82.6390,-82.6551,-82.6944,-82.7543,-82.8320,-82.9246,-83.0293,-83.1423,-83.2028,-83.2179,-83.2345,-83.2665,-83.3159,-83.3814,-83.4608,-83.5521,-83.6528,-83.7612,-83.8754,-83.9938,-84.0937,-84.1323,-84.1477,-84.1632,-84.1834,-84.1629,-84.1182,-84.0792,-84.0571,-84.0375,-83.9319,-83.8256,-83.7438,-83.6913,-83.6674,-83.6694,-83.6565,-83.6021,-83.5530,-83.5217,-83.5117,-83.5231,-83.5496,-83.5625,-83.4466,-83.2376,-83.0230,-82.8377,-82.6748,-82.4620,-82.2354,-81.9984,-81.7955,-81.6418,-81.5384,-81.4812,-81.4648,-81.4832,-81.5308,-81.6026,-81.6943,-81.8019,-81.9224,-82.0519,-82.1286,-82.1631,-82.1931,-82.2322,-82.2852,-82.3532,-82.4322,-82.4403,-82.4182,-82.4069,-82.4161,-82.3720,-82.3041,-82.2527,-82.2278,-82.2308,-82.2601,-82.3120,-82.3669,-82.4091,-82.4471,-82.4455,-82.3872,-82.2733,-82.1468,-82.0203,-81.8932,-81.7831,-81.6985,-81.6187,-81.5282,-81.4474,-81.3897,-81.3602,-81.3591,-81.3843,-81.4328,-81.5013,-81.5868,-81.6864,-81.7974,-81.9177,-82.0454,-82.1787,-82.3162,-82.4568
