,g_L default,g_L,E_L default,E_L,C_m default,C_m
2688,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2689,16.6667,11.65139394,-70,-50.0,250,194.5705
2690,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2691,16.6667,2.912445017,-70,-62.92446589,250,118.7322
2692,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2693,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2694,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2695,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2696,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2697,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2698,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2699,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2700,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2701,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2702,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2703,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2704,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2705,16.6667,90.4088272,-70,-62.03795533,250,82.6775
2706,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2707,16.6667,22.77261864,-70,-62.92446589,250,118.7322
2708,16.6667,11.65139394,-70,-50.0,250,194.5705
2709,16.6667,89.20470583,-70,-61.99896379,250,144.1315
2710,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2711,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2712,16.6667,161.6052464,-70,-65.58152638,250,118.2292
2713,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2714,16.6667,113.0700632,-70,-61.99896379,250,144.1315
2715,16.6667,122.4629179,-70,-73.07731367,250,109.8293
2716,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2717,16.6667,38.26309374,-70,-61.99896379,250,144.1315
2718,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2719,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2720,16.6667,14.60303392,-70,-62.92446589,250,118.7322
2721,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2722,16.6667,92.57755251,-70,-76.51568941,250,103.9506
2723,16.6667,22.77261864,-70,-62.92446589,250,118.7322
2724,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2725,16.6667,61.89306079,-70,-63.95421694,250,82.6775
2726,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2727,16.6667,118.2830004,-70,-73.07731367,250,109.8293
2728,16.6667,167.6210843,-70,-65.58152638,250,118.2292
2729,16.6667,163.0959387,-70,-65.58152638,250,118.2292
2730,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2731,16.6667,102.0462732,-70,-76.51568941,250,103.9506
2732,16.6667,61.89306079,-70,-63.95421694,250,82.6775
2733,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2734,16.6667,122.6621103,-70,-73.07731367,250,109.8293
2735,16.6667,90.4088272,-70,-62.03795533,250,82.6775
2736,16.6667,53.08111044,-70,-76.51568941,250,103.9506
2737,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2738,16.6667,214.6375496,-70,-64.31276729,250,109.8293
2739,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2740,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2741,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2742,16.6667,167.6210843,-70,-65.58152638,250,118.2292
2743,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2744,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2745,16.6667,61.73861826,-70,-62.56025374,250,64.4175
2746,16.6667,113.0700632,-70,-61.99896379,250,144.1315
2747,16.6667,90.4088272,-70,-62.03795533,250,82.6775
2748,16.6667,1.259667491,-70,-46.06675265,250,85.9879
2749,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2750,16.6667,92.57755251,-70,-76.51568941,250,103.9506
2751,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2752,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2753,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2754,16.6667,61.04188071,-70,-62.92446589,250,118.7322
2755,16.6667,61.04188071,-70,-62.92446589,250,118.7322
2756,16.6667,161.6052464,-70,-65.58152638,250,118.2292
2757,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2758,16.6667,22.02791659,-70,-62.92446589,250,118.7322
2759,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2760,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2761,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2762,16.6667,27.54039329,-70,-61.99896379,250,144.1315
2763,16.6667,2.912445017,-70,-62.92446589,250,118.7322
2764,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2765,16.6667,11.65139394,-70,-50.0,250,194.5705
2766,16.6667,86.43443346,-70,-76.51568941,250,103.9506
2767,16.6667,1.259667491,-70,-46.06675265,250,85.9879
2768,16.6667,61.73861826,-70,-62.56025374,250,64.4175
2769,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2770,16.6667,10.41951224,-70,-61.99896379,250,144.1315
2771,16.6667,125.8727298,-70,-61.99896379,250,144.1315
2772,16.6667,14.60303392,-70,-62.92446589,250,118.7322
2773,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2774,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2775,16.6667,125.1250082,-70,-61.99896379,250,144.1315
2776,16.6667,125.8727298,-70,-61.99896379,250,144.1315
2777,16.6667,167.6210843,-70,-65.58152638,250,118.2292
2778,16.6667,113.0700632,-70,-61.99896379,250,144.1315
2779,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2780,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2781,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2782,16.6667,214.6375496,-70,-64.31276729,250,109.8293
2783,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2784,16.6667,11.65139394,-70,-50.0,250,194.5705
2785,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2786,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2787,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2788,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2789,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2790,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2791,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2792,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2793,16.6667,90.4088272,-70,-62.03795533,250,82.6775
2794,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2795,16.6667,89.20470583,-70,-61.99896379,250,144.1315
2796,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2797,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2798,16.6667,92.57755251,-70,-76.51568941,250,103.9506
2799,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2800,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2801,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2802,16.6667,38.26309374,-70,-61.99896379,250,144.1315
2803,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2804,16.6667,22.77261864,-70,-62.92446589,250,118.7322
2805,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2806,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2807,16.6667,125.1250082,-70,-61.99896379,250,144.1315
2808,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2809,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2810,16.6667,53.08111044,-70,-76.51568941,250,103.9506
2811,16.6667,89.20470583,-70,-61.99896379,250,144.1315
2812,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2813,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2814,16.6667,10.41951224,-70,-61.99896379,250,144.1315
2815,16.6667,214.6375496,-70,-64.31276729,250,109.8293
2816,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2817,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2818,16.6667,167.6210843,-70,-65.58152638,250,118.2292
2819,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2820,16.6667,7.77162805,-70,-65.19674121,250,50.0441
2821,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2822,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2823,16.6667,61.04188071,-70,-62.92446589,250,118.7322
2824,16.6667,27.54039329,-70,-61.99896379,250,144.1315
2825,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2826,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2827,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2828,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2829,16.6667,53.08111044,-70,-76.51568941,250,103.9506
2830,16.6667,22.02791659,-70,-62.92446589,250,118.7322
2831,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2832,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2833,16.6667,214.6375496,-70,-64.31276729,250,109.8293
2834,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2835,16.6667,167.6210843,-70,-65.58152638,250,118.2292
2836,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2837,16.6667,102.0462732,-70,-76.51568941,250,103.9506
2838,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2839,16.6667,127.9576928,-70,-73.07731367,250,109.8293
2840,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2841,16.6667,38.26309374,-70,-61.99896379,250,144.1315
2842,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2843,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2844,16.6667,20.45893782,-70,-62.57868264,250,82.6775
2845,16.6667,116.5182202,-70,-62.92446589,250,118.7322
2846,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2847,16.6667,40.15623048,-70,-62.92446589,250,118.7322
2848,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2849,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2850,16.6667,102.0462732,-70,-76.51568941,250,103.9506
2851,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2852,16.6667,53.08111044,-70,-76.51568941,250,103.9506
2853,16.6667,125.1250082,-70,-61.99896379,250,144.1315
2854,16.6667,14.60303392,-70,-62.92446589,250,118.7322
2855,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2856,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2857,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2858,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2859,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2860,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2861,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2862,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2863,16.6667,10.41951224,-70,-61.99896379,250,144.1315
2864,16.6667,102.0462732,-70,-76.51568941,250,103.9506
2865,16.6667,127.9576928,-70,-73.07731367,250,109.8293
2866,16.6667,61.73861826,-70,-62.56025374,250,64.4175
2867,16.6667,113.0700632,-70,-61.99896379,250,144.1315
2868,16.6667,2.912445017,-70,-62.92446589,250,118.7322
2869,16.6667,122.4629179,-70,-73.07731367,250,109.8293
2870,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2871,16.6667,89.20470583,-70,-61.99896379,250,144.1315
2872,16.6667,116.8659179,-70,-61.99896379,250,144.1315
2873,16.6667,27.54039329,-70,-61.99896379,250,144.1315
2874,16.6667,113.0700632,-70,-61.99896379,250,144.1315
2875,16.6667,116.5182202,-70,-62.92446589,250,118.7322
2876,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2877,16.6667,53.08111044,-70,-76.51568941,250,103.9506
2878,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2879,16.6667,27.54039329,-70,-61.99896379,250,144.1315
2880,16.6667,61.73861826,-70,-62.56025374,250,64.4175
2881,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2882,16.6667,122.6621103,-70,-73.07731367,250,109.8293
2883,16.6667,61.73861826,-70,-62.56025374,250,64.4175
2884,16.6667,61.04188071,-70,-62.92446589,250,118.7322
2885,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2886,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2887,16.6667,14.60303392,-70,-62.92446589,250,118.7322
2888,16.6667,14.60303392,-70,-62.92446589,250,118.7322
2889,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2890,16.6667,10.41951224,-70,-61.99896379,250,144.1315
2891,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2892,16.6667,122.6621103,-70,-73.07731367,250,109.8293
2893,16.6667,125.8727298,-70,-61.99896379,250,144.1315
2894,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2895,16.6667,92.57755251,-70,-76.51568941,250,103.9506
2896,16.6667,118.2830004,-70,-73.07731367,250,109.8293
2897,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2898,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2899,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2900,16.6667,10.41951224,-70,-61.99896379,250,144.1315
2901,16.6667,118.2830004,-70,-73.07731367,250,109.8293
2902,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2903,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2904,16.6667,38.26309374,-70,-61.99896379,250,144.1315
2905,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2906,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2907,16.6667,61.04188071,-70,-62.92446589,250,118.7322
2908,16.6667,163.0959387,-70,-65.58152638,250,118.2292
2909,16.6667,8.511707965,-70,-66.40190206,250,50.0441
2910,16.6667,161.6052464,-70,-65.58152638,250,118.2292
2911,16.6667,161.6052464,-70,-65.58152638,250,118.2292
2912,16.6667,89.20470583,-70,-61.99896379,250,144.1315
2913,16.6667,109.0303538,-70,-61.99896379,250,144.1315
2914,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2915,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2916,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2917,16.6667,118.2830004,-70,-73.07731367,250,109.8293
2918,16.6667,122.4629179,-70,-73.07731367,250,109.8293
2919,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2920,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2921,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2922,16.6667,38.26309374,-70,-61.99896379,250,144.1315
2923,16.6667,125.1250082,-70,-61.99896379,250,144.1315
2924,16.6667,61.04188071,-70,-62.92446589,250,118.7322
2925,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2926,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2927,16.6667,122.6621103,-70,-73.07731367,250,109.8293
2928,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2929,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2930,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2931,16.6667,127.9576928,-70,-73.07731367,250,109.8293
2932,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2933,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2934,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2935,16.6667,73.23162157,-70,-61.38578781,250,82.6775
2936,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2937,16.6667,116.5182202,-70,-62.92446589,250,118.7322
2938,16.6667,89.20470583,-70,-61.99896379,250,144.1315
2939,16.6667,40.15623048,-70,-62.92446589,250,118.7322
2940,16.6667,86.43443346,-70,-76.51568941,250,103.9506
2941,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2942,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2943,16.6667,92.57755251,-70,-76.51568941,250,103.9506
2944,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2945,16.6667,61.73861826,-70,-62.56025374,250,64.4175
2946,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2947,16.6667,167.6210843,-70,-65.58152638,250,118.2292
2948,16.6667,29.32158503,-70,-63.17258776,250,82.6775
2949,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2950,16.6667,20.0575371,-70,-62.56025374,250,64.4175
2951,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2952,16.6667,40.15623048,-70,-62.92446589,250,118.7322
2953,16.6667,125.8727298,-70,-61.99896379,250,144.1315
2954,16.6667,11.65139394,-70,-50.0,250,194.5705
2955,16.6667,40.15623048,-70,-62.92446589,250,118.7322
2956,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2957,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2958,16.6667,33.27755295,-70,-63.99273923,250,82.6775
2959,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2960,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2961,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2962,16.6667,122.6621103,-70,-73.07731367,250,109.8293
2963,16.6667,98.17954815,-70,-61.99896379,250,144.1315
2964,16.6667,90.4088272,-70,-62.03795533,250,82.6775
2965,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2966,16.6667,14.38309523,-70,-72.03755164,250,156.3205
2967,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2968,16.6667,127.8113271,-70,-73.07731367,250,109.8293
2969,16.6667,2.199479896,-70,-62.92446589,250,118.7322
2970,16.6667,161.6052464,-70,-65.58152638,250,118.2292
2971,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2972,16.6667,165.0594893,-70,-65.58152638,250,118.2292
2973,16.6667,219.2745766,-70,-64.31276729,250,109.8293
2974,16.6667,86.43443346,-70,-76.51568941,250,103.9506
2975,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2976,16.6667,32.0014432,-70,-62.56025374,250,64.4175
2977,16.6667,2.912445017,-70,-62.92446589,250,118.7322
2978,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2979,16.6667,161.6052464,-70,-65.58152638,250,118.2292
2980,16.6667,250.1119855,-70,-64.31276729,250,109.8293
2981,16.6667,2.912445017,-70,-62.92446589,250,118.7322
2982,16.6667,1.259667491,-70,-46.06675265,250,85.9879
2983,16.6667,122.6621103,-70,-73.07731367,250,109.8293
2984,16.6667,90.4088272,-70,-62.03795533,250,82.6775
2985,16.6667,53.08111044,-70,-76.51568941,250,103.9506
2986,16.6667,125.1250082,-70,-61.99896379,250,144.1315
2987,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2988,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2989,16.6667,161.2622446,-70,-65.58152638,250,118.2292
2990,16.6667,218.1539715,-70,-64.31276729,250,109.8293
2991,16.6667,116.5182202,-70,-62.92446589,250,118.7322
2992,16.6667,22.77261864,-70,-62.92446589,250,118.7322
2993,16.6667,61.89306079,-70,-63.95421694,250,82.6775
2994,16.6667,202.6660802,-70,-64.31276729,250,109.8293
2995,16.6667,30.14049788,-70,-62.06317645,250,82.6775
2996,16.6667,85.59092021,-70,-76.51568941,250,103.9506
2997,16.6667,117.7589677,-70,-73.07731367,250,109.8293
2998,16.6667,163.2613921,-70,-65.58152638,250,118.2292
2999,16.6667,167.6210843,-70,-65.58152638,250,118.2292
3000,16.6667,53.08111044,-70,-76.51568941,250,103.9506
3001,16.6667,163.0959387,-70,-65.58152638,250,118.2292
3002,16.6667,30.14049788,-70,-62.06317645,250,82.6775
3003,16.6667,14.60303392,-70,-62.92446589,250,118.7322
3004,16.6667,116.8659179,-70,-61.99896379,250,144.1315
3005,16.6667,165.0594893,-70,-65.58152638,250,118.2292
3006,16.6667,73.23162157,-70,-61.38578781,250,82.6775
3007,16.6667,90.4088272,-70,-62.03795533,250,82.6775
3008,16.6667,167.6210843,-70,-65.58152638,250,118.2292
3009,16.6667,20.45893782,-70,-62.57868264,250,82.6775
3010,16.6667,250.1119855,-70,-64.31276729,250,109.8293
3011,16.6667,33.27755295,-70,-63.99273923,250,82.6775
3012,16.6667,27.54039329,-70,-61.99896379,250,144.1315
3013,16.6667,61.73861826,-70,-62.56025374,250,64.4175
3014,16.6667,163.2613921,-70,-65.58152638,250,118.2292
3015,16.6667,2.912445017,-70,-62.92446589,250,118.7322
3016,16.6667,61.04188071,-70,-62.92446589,250,118.7322
3017,16.6667,118.2830004,-70,-73.07731367,250,109.8293
3018,16.6667,86.43443346,-70,-76.51568941,250,103.9506
3019,16.6667,161.6052464,-70,-65.58152638,250,118.2292
3020,16.6667,33.27755295,-70,-63.99273923,250,82.6775
3021,16.6667,53.08111044,-70,-76.51568941,250,103.9506
3022,16.6667,61.73861826,-70,-62.56025374,250,64.4175
3023,16.6667,218.1539715,-70,-64.31276729,250,109.8293
3024,16.6667,218.1539715,-70,-64.31276729,250,109.8293
3025,16.6667,92.57755251,-70,-76.51568941,250,103.9506
3026,16.6667,214.6375496,-70,-64.31276729,250,109.8293
3027,16.6667,250.1119855,-70,-64.31276729,250,109.8293
3028,16.6667,113.0700632,-70,-61.99896379,250,144.1315
3029,16.6667,116.5182202,-70,-62.92446589,250,118.7322
3030,16.6667,73.23162157,-70,-61.38578781,250,82.6775
3031,16.6667,161.2622446,-70,-65.58152638,250,118.2292
3032,16.6667,10.41951224,-70,-61.99896379,250,144.1315
3033,16.6667,125.1250082,-70,-61.99896379,250,144.1315
3034,16.6667,33.27755295,-70,-63.99273923,250,82.6775
3035,16.6667,61.73861826,-70,-62.56025374,250,64.4175
3036,16.6667,163.2613921,-70,-65.58152638,250,118.2292
3037,16.6667,86.43443346,-70,-76.51568941,250,103.9506
3038,16.6667,20.45893782,-70,-62.57868264,250,82.6775
3039,16.6667,61.73861826,-70,-62.56025374,250,64.4175
3040,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3041,16.6667,113.0700632,-70,-61.99896379,250,144.1315
3042,16.6667,167.6210843,-70,-65.58152638,250,118.2292
3043,16.6667,40.15623048,-70,-62.92446589,250,118.7322
3044,16.6667,61.89306079,-70,-63.95421694,250,82.6775
3045,16.6667,61.89306079,-70,-63.95421694,250,82.6775
3046,16.6667,33.27755295,-70,-63.99273923,250,82.6775
3047,16.6667,127.9576928,-70,-73.07731367,250,109.8293
3048,16.6667,109.0303538,-70,-61.99896379,250,144.1315
3049,16.6667,61.89306079,-70,-63.95421694,250,82.6775
3050,16.6667,218.1539715,-70,-64.31276729,250,109.8293
3051,16.6667,85.59092021,-70,-76.51568941,250,103.9506
3052,16.6667,10.41951224,-70,-61.99896379,250,144.1315
3053,16.6667,38.26309374,-70,-61.99896379,250,144.1315
3054,16.6667,125.8727298,-70,-61.99896379,250,144.1315
3055,16.6667,218.1539715,-70,-64.31276729,250,109.8293
3056,16.6667,8.432080244,-70,-67.04079681,250,50.0441
3057,16.6667,125.1250082,-70,-61.99896379,250,144.1315
3058,16.6667,32.0014432,-70,-62.56025374,250,64.4175
3059,16.6667,5.622951643,-70,-76.30489455,250,50.0441
3060,16.6667,29.32158503,-70,-63.17258776,250,82.6775
3061,16.6667,118.2830004,-70,-73.07731367,250,109.8293
3062,16.6667,22.02791659,-70,-62.92446589,250,118.7322
3063,16.6667,202.6660802,-70,-64.31276729,250,109.8293
3064,16.6667,2.912445017,-70,-62.92446589,250,118.7322
3065,16.6667,53.08111044,-70,-76.51568941,250,103.9506
3066,16.6667,85.59092021,-70,-76.51568941,250,103.9506
3067,16.6667,116.8659179,-70,-61.99896379,250,144.1315
3068,16.6667,116.5182202,-70,-62.92446589,250,118.7322
3069,16.6667,214.6375496,-70,-64.31276729,250,109.8293
3070,16.6667,116.5182202,-70,-62.92446589,250,118.7322
3071,16.6667,85.59092021,-70,-76.51568941,250,103.9506
3072,16.6667,33.27755295,-70,-63.99273923,250,82.6775
3073,16.6667,61.04188071,-70,-62.92446589,250,118.7322
3074,16.6667,29.32158503,-70,-63.17258776,250,82.6775
3075,16.6667,167.6210843,-70,-65.58152638,250,118.2292
3076,16.6667,116.8659179,-70,-61.99896379,250,144.1315
3077,16.6667,1.259667491,-70,-46.06675265,250,85.9879
3078,16.6667,20.45893782,-70,-62.57868264,250,82.6775
3079,16.6667,61.04188071,-70,-62.92446589,250,118.7322
3080,16.6667,127.9576928,-70,-73.07731367,250,109.8293
3081,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3082,16.6667,27.54039329,-70,-61.99896379,250,144.1315
3083,16.6667,92.57755251,-70,-76.51568941,250,103.9506
3084,16.6667,14.60303392,-70,-62.92446589,250,118.7322
3085,16.6667,125.1250082,-70,-61.99896379,250,144.1315
3086,16.6667,20.45893782,-70,-62.57868264,250,82.6775
3087,16.6667,161.6052464,-70,-65.58152638,250,118.2292
3088,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3089,16.6667,122.4629179,-70,-73.07731367,250,109.8293
3090,16.6667,219.2745766,-70,-64.31276729,250,109.8293
3091,16.6667,10.41951224,-70,-61.99896379,250,144.1315
3092,16.6667,250.1119855,-70,-64.31276729,250,109.8293
3093,16.6667,2.199479896,-70,-62.92446589,250,118.7322
3094,16.6667,10.41951224,-70,-61.99896379,250,144.1315
3095,16.6667,22.77261864,-70,-62.92446589,250,118.7322
3096,16.6667,218.1539715,-70,-64.31276729,250,109.8293
3097,16.6667,219.2745766,-70,-64.31276729,250,109.8293
3098,16.6667,116.5182202,-70,-62.92446589,250,118.7322
3099,16.6667,163.2613921,-70,-65.58152638,250,118.2292
3100,16.6667,73.23162157,-70,-61.38578781,250,82.6775
3101,16.6667,92.57755251,-70,-76.51568941,250,103.9506
3102,16.6667,125.8727298,-70,-61.99896379,250,144.1315
3103,16.6667,90.4088272,-70,-62.03795533,250,82.6775
3104,16.6667,20.0575371,-70,-62.56025374,250,64.4175
3105,16.6667,32.0014432,-70,-62.56025374,250,64.4175
3106,16.6667,122.6621103,-70,-73.07731367,250,109.8293
3107,16.6667,86.43443346,-70,-76.51568941,250,103.9506
3108,16.6667,73.23162157,-70,-61.38578781,250,82.6775
3109,16.6667,2.912445017,-70,-62.92446589,250,118.7322
3110,16.6667,122.6621103,-70,-73.07731367,250,109.8293
3111,16.6667,250.1119855,-70,-64.31276729,250,109.8293
3112,16.6667,40.15623048,-70,-62.92446589,250,118.7322
3113,16.6667,30.14049788,-70,-62.06317645,250,82.6775
3114,16.6667,89.20470583,-70,-61.99896379,250,144.1315
3115,16.6667,20.45893782,-70,-62.57868264,250,82.6775
3116,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3117,16.6667,90.4088272,-70,-62.03795533,250,82.6775
3118,16.6667,73.23162157,-70,-61.38578781,250,82.6775
3119,16.6667,14.60303392,-70,-62.92446589,250,118.7322
3120,16.6667,20.0575371,-70,-62.56025374,250,64.4175
3121,16.6667,38.26309374,-70,-61.99896379,250,144.1315
3122,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3123,16.6667,32.0014432,-70,-62.56025374,250,64.4175
3124,16.6667,167.6210843,-70,-65.58152638,250,118.2292
3125,16.6667,202.6660802,-70,-64.31276729,250,109.8293
3126,16.6667,127.9576928,-70,-73.07731367,250,109.8293
3127,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3128,16.6667,165.0594893,-70,-65.58152638,250,118.2292
3129,16.6667,90.4088272,-70,-62.03795533,250,82.6775
3130,16.6667,20.45893782,-70,-62.57868264,250,82.6775
3131,16.6667,165.0594893,-70,-65.58152638,250,118.2292
3132,16.6667,22.02791659,-70,-62.92446589,250,118.7322
3133,16.6667,117.7589677,-70,-73.07731367,250,109.8293
3134,16.6667,20.0575371,-70,-62.56025374,250,64.4175
3135,16.6667,167.6210843,-70,-65.58152638,250,118.2292
3136,16.6667,202.6660802,-70,-64.31276729,250,109.8293
3137,16.6667,22.77261864,-70,-62.92446589,250,118.7322
3138,16.6667,30.14049788,-70,-62.06317645,250,82.6775
