,g_L default,g_L,E_L default,E_L,C_m default,C_m
5307,16.6667,38.26309374,-70,-61.99896379,250,144.1315
5308,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5309,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5310,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5311,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5312,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5313,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5314,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5315,16.6667,11.65139394,-70,-50.0,250,194.5705
5316,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5317,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5318,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5319,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5320,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5321,16.6667,125.8727298,-70,-61.99896379,250,144.1315
5322,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5323,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5324,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5325,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5326,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5327,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5328,16.6667,125.1250082,-70,-61.99896379,250,144.1315
5329,16.6667,127.8113271,-70,-73.07731367,250,109.8293
5330,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5331,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5332,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5333,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5334,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5335,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5336,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5337,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5338,16.6667,30.14049788,-70,-62.06317645,250,82.6775
5339,16.6667,27.54039329,-70,-61.99896379,250,144.1315
5340,16.6667,125.8727298,-70,-61.99896379,250,144.1315
5341,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5342,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5343,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5344,16.6667,109.0303538,-70,-61.99896379,250,144.1315
5345,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5346,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5347,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5348,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5349,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5350,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5351,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5352,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5353,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5354,16.6667,1.253266121,-70,-76.35133133,250,125.271
5355,16.6667,53.08111044,-70,-76.51568941,250,103.9506
5356,16.6667,22.02791659,-70,-62.92446589,250,118.7322
5357,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5358,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5359,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5360,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5361,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5362,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5363,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5364,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5365,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5366,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5367,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5368,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5369,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5370,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5371,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5372,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5373,16.6667,118.2830004,-70,-73.07731367,250,109.8293
5374,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5375,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5376,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5377,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5378,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5379,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5380,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5381,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5382,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5383,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5384,16.6667,125.8727298,-70,-61.99896379,250,144.1315
5385,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5386,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5387,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5388,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5389,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5390,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5391,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5392,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5393,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5394,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5395,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5396,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5397,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5398,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5399,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5400,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5401,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5402,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5403,16.6667,30.14049788,-70,-62.06317645,250,82.6775
5404,16.6667,38.26309374,-70,-61.99896379,250,144.1315
5405,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5406,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5407,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5408,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5409,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5410,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5411,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5412,16.6667,2.912445017,-70,-62.92446589,250,118.7322
5413,16.6667,122.4629179,-70,-73.07731367,250,109.8293
5414,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5415,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5416,16.6667,40.15623048,-70,-62.92446589,250,118.7322
5417,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5418,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5419,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5420,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5421,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5422,16.6667,117.7589677,-70,-73.07731367,250,109.8293
5423,16.6667,11.65139394,-70,-50.0,250,194.5705
5424,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5425,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5426,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5427,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5428,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5429,16.6667,40.15623048,-70,-62.92446589,250,118.7322
5430,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5431,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5432,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5433,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5434,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5435,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5436,16.6667,127.8113271,-70,-73.07731367,250,109.8293
5437,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5438,16.6667,40.15623048,-70,-62.92446589,250,118.7322
5439,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5440,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5441,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5442,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5443,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5444,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5445,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5446,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5447,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5448,16.6667,53.08111044,-70,-76.51568941,250,103.9506
5449,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5450,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5451,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5452,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5453,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5454,16.6667,118.2830004,-70,-73.07731367,250,109.8293
5455,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5456,16.6667,117.7589677,-70,-73.07731367,250,109.8293
5457,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5458,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5459,16.6667,40.15623048,-70,-62.92446589,250,118.7322
5460,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5461,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5462,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5463,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5464,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5465,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5466,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5467,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5468,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5469,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5470,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5471,16.6667,11.65139394,-70,-50.0,250,194.5705
5472,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5473,16.6667,53.08111044,-70,-76.51568941,250,103.9506
5474,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5475,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5476,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5477,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5478,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5479,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5480,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5481,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5482,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5483,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5484,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5485,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5486,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5487,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5488,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5489,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5490,16.6667,27.54039329,-70,-61.99896379,250,144.1315
5491,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5492,16.6667,40.15623048,-70,-62.92446589,250,118.7322
5493,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5494,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5495,16.6667,122.4629179,-70,-73.07731367,250,109.8293
5496,16.6667,127.8113271,-70,-73.07731367,250,109.8293
5497,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5498,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5499,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5500,16.6667,38.26309374,-70,-61.99896379,250,144.1315
5501,16.6667,38.26309374,-70,-61.99896379,250,144.1315
5502,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5503,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5504,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5505,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5506,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5507,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5508,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5509,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5510,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5511,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5512,16.6667,30.14049788,-70,-62.06317645,250,82.6775
5513,16.6667,117.7589677,-70,-73.07731367,250,109.8293
5514,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5515,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5516,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5517,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5518,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5519,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5520,16.6667,127.8113271,-70,-73.07731367,250,109.8293
5521,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5522,16.6667,11.65139394,-70,-50.0,250,194.5705
5523,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5524,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5525,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5526,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5527,16.6667,22.02791659,-70,-62.92446589,250,118.7322
5528,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5529,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5530,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5531,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5532,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5533,16.6667,53.08111044,-70,-76.51568941,250,103.9506
5534,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5535,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5536,16.6667,122.4629179,-70,-73.07731367,250,109.8293
5537,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5538,16.6667,22.02791659,-70,-62.92446589,250,118.7322
5539,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5540,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5541,16.6667,117.7589677,-70,-73.07731367,250,109.8293
5542,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5543,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5544,16.6667,27.54039329,-70,-61.99896379,250,144.1315
5545,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5546,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5547,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5548,16.6667,27.54039329,-70,-61.99896379,250,144.1315
5549,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5550,16.6667,38.26309374,-70,-61.99896379,250,144.1315
5551,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5552,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5553,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5554,16.6667,125.8727298,-70,-61.99896379,250,144.1315
5555,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5556,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5557,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5558,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5559,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5560,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5561,16.6667,27.54039329,-70,-61.99896379,250,144.1315
5562,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5563,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5564,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5565,16.6667,8.432080244,-70,-67.04079681,250,50.0441
5566,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5567,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5568,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5569,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5570,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5571,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5572,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5573,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5574,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5575,16.6667,12.12269387,-70,-70.24042295,250,156.3205
5576,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5577,16.6667,7.77162805,-70,-65.19674121,250,50.0441
5578,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5579,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5580,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5581,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5582,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5583,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5584,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5585,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5586,16.6667,109.0303538,-70,-61.99896379,250,144.1315
5587,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5588,16.6667,1.259667491,-70,-46.06675265,250,85.9879
5589,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5590,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5591,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5592,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5593,16.6667,122.4629179,-70,-73.07731367,250,109.8293
5594,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5595,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5596,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5597,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5598,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5599,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5600,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5601,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5602,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5603,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5604,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5605,16.6667,15.74857968,-70,-70.22107908,250,156.3205
5606,16.6667,8.511707965,-70,-66.40190206,250,50.0441
5607,16.6667,125.8727298,-70,-61.99896379,250,144.1315
5608,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5609,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5610,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5611,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5612,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5613,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5614,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5615,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5616,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5617,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5618,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5619,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5620,16.6667,165.0594893,-70,-65.58152638,250,118.2292
5621,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5622,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5623,16.6667,11.65139394,-70,-50.0,250,194.5705
5624,16.6667,30.14049788,-70,-62.06317645,250,82.6775
5625,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5626,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5627,16.6667,122.4629179,-70,-73.07731367,250,109.8293
5628,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5629,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5630,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5631,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5632,16.6667,22.02791659,-70,-62.92446589,250,118.7322
5633,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5634,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5635,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5636,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5637,16.6667,29.32158503,-70,-63.17258776,250,82.6775
5638,16.6667,1.259667491,-70,-46.06675265,250,85.9879
5639,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5640,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5641,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5642,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5643,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5644,16.6667,117.7589677,-70,-73.07731367,250,109.8293
5645,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5646,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5647,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5648,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5649,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5650,16.6667,30.14049788,-70,-62.06317645,250,82.6775
5651,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5652,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5653,16.6667,12.12269387,-70,-70.24042295,250,156.3205
5654,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5655,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5656,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5657,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5658,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5659,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5660,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5661,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5662,16.6667,117.7589677,-70,-73.07731367,250,109.8293
5663,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5664,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5665,16.6667,40.15623048,-70,-62.92446589,250,118.7322
5666,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5667,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5668,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5669,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5670,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5671,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5672,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5673,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5674,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5675,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5676,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5677,16.6667,89.20470583,-70,-61.99896379,250,144.1315
5678,16.6667,14.38309523,-70,-72.09212516,250,156.3205
5679,16.6667,92.57755251,-70,-76.51568941,250,103.9506
5680,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5681,16.6667,53.08111044,-70,-76.51568941,250,103.9506
5682,16.6667,85.59092021,-70,-76.51568941,250,103.9506
5683,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5684,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5685,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5686,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5687,16.6667,86.43443346,-70,-76.51568941,250,103.9506
5688,16.6667,109.0303538,-70,-61.99896379,250,144.1315
5689,16.6667,116.5182202,-70,-62.92446589,250,118.7322
5690,16.6667,22.02791659,-70,-62.92446589,250,118.7322
5691,16.6667,20.0575371,-70,-62.56025374,250,64.4175
5692,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5693,16.6667,127.8113271,-70,-73.07731367,250,109.8293
5694,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5695,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5696,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5697,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5698,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5699,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5700,16.6667,12.12269387,-70,-70.24042295,250,156.3205
5701,16.6667,116.8659179,-70,-61.99896379,250,144.1315
5702,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5703,16.6667,73.23162157,-70,-61.38578781,250,82.6775
5704,16.6667,2.199479896,-70,-62.92446589,250,118.7322
5705,16.6667,33.27755295,-70,-63.99273923,250,82.6775
5706,16.6667,113.0700632,-70,-61.99896379,250,144.1315
5707,16.6667,118.2830004,-70,-73.07731367,250,109.8293
5708,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5709,16.6667,30.14049788,-70,-62.06317645,250,82.6775
5710,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5711,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5712,16.6667,14.60303392,-70,-62.92446589,250,118.7322
5713,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5714,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5715,16.6667,161.6052464,-70,-65.58152638,250,118.2292
5716,16.6667,38.26309374,-70,-61.99896379,250,144.1315
5717,16.6667,102.0462732,-70,-76.51568941,250,103.9506
5718,16.6667,118.2830004,-70,-73.07731367,250,109.8293
5719,16.6667,10.41951224,-70,-61.99896379,250,144.1315
5720,16.6667,163.0959387,-70,-65.58152638,250,118.2292
5721,16.6667,22.77261864,-70,-62.92446589,250,118.7322
5722,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5723,16.6667,167.6210843,-70,-65.58152638,250,118.2292
5724,16.6667,20.45893782,-70,-62.57868264,250,82.6775
5725,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5726,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5727,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5728,16.6667,122.4629179,-70,-73.07731367,250,109.8293
5729,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5730,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5731,16.6667,118.2830004,-70,-73.07731367,250,109.8293
5732,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5733,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5734,16.6667,61.04188071,-70,-62.92446589,250,118.7322
5735,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5736,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5737,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5738,16.6667,2.912445017,-70,-62.92446589,250,118.7322
5739,16.6667,202.6660802,-70,-64.31276729,250,109.8293
5740,16.6667,11.65139394,-70,-50.0,250,194.5705
5741,16.6667,125.1250082,-70,-61.99896379,250,144.1315
5742,16.6667,90.4088272,-70,-62.03795533,250,82.6775
5743,16.6667,32.0014432,-70,-62.56025374,250,64.4175
5744,16.6667,61.73861826,-70,-62.56025374,250,64.4175
5745,16.6667,161.2622446,-70,-65.58152638,250,118.2292
5746,16.6667,125.8727298,-70,-61.99896379,250,144.1315
5747,16.6667,214.6375496,-70,-64.31276729,250,109.8293
5748,16.6667,163.2613921,-70,-65.58152638,250,118.2292
5749,16.6667,122.6621103,-70,-73.07731367,250,109.8293
5750,16.6667,250.1119855,-70,-64.31276729,250,109.8293
5751,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5752,16.6667,61.89306079,-70,-63.95421694,250,82.6775
5753,16.6667,98.17954815,-70,-61.99896379,250,144.1315
5754,16.6667,218.1539715,-70,-64.31276729,250,109.8293
5755,16.6667,219.2745766,-70,-64.31276729,250,109.8293
5756,16.6667,127.9576928,-70,-73.07731367,250,109.8293
5757,16.6667,20.45893782,-70,-62.57868264,250,82.6775
