0.19179817;-62.92446589;1
0.185526054;-62.92446589;1
0.02452953;-62.92446589;1
0.122991353;-62.92446589;1
0.981353165;-62.92446589;1
0.514113953;-62.92446589;1
0.018524713;-62.92446589;1
0.338208426;-62.92446589;1
1.116843232;-73.07731367;1
1.076971267;-73.07731367;1
1.115029577;-73.07731367;1
1.163727048;-73.07731367;1
1.165059714;-73.07731367;1
1.072199929;-73.07731367;1
0.831495282;-76.51568941;1
0.510637846;-76.51568941;1
0.823380723;-76.51568941;1
0.890591805;-76.51568941;1
0.823380723;-76.51568941;1
0.981680464;-76.51568941;1
0.681180368;-61.99896379;1
0.784492378;-61.99896379;1
0.756464436;-61.99896379;1
0.81082843;-61.99896379;1
0.873318669;-61.99896379;1
0.072291707;-61.99896379;1
0.19107824;-61.99896379;1
0.618911937;-61.99896379;1
0.868130896;-61.99896379;1
0.2654735;-61.99896379;1
